"NODE_ID";"LON";"LAT"
1135652231;9,7399605;52,3798171
1135652232;9,7393464;52,3801906
1135652233;9,7397241;52,3793199
1135652235;9,7379723;52,3807933
1135652237;9,7403974;52,379375
1135652239;9,7382498;52,3802922
1135652241;9,7395688;52,3807175
1135652257;9,7378569;52,3807433
1135652259;9,7402303;52,3791255
1135652261;9,7406256;52,3791357
1135652263;9,7379315;52,3800492
1135652265;9,74086;52,3801259
1135652267;9,7400208;52,379876
1135652269;9,7378571;52,380871
1135652271;9,7388638;52,3808763
1135652272;9,7377322;52,3798719
1135652278;9,7382863;52,3802674
1135652280;9,7393801;52,3800573
1135652281;9,7388045;52,3805912
1135652284;9,7401669;52,3791497
1135652286;9,7390828;52,3802984
1135652287;9,7398966;52,3794932
1135652289;9,7407486;52,3791225
1135652290;9,7380119;52,3807974
1135652293;9,7406777;52,379649
1135652311;9,7377885;52,3800989
1135652314;9,7398706;52,3793385
1135652316;9,7376946;52,3806544
1135652319;9,7401529;52,3797438
1135652322;9,740308;52,3792876
1135652324;9,7379975;52,3808072
1135652328;9,7391944;52,380972
1135652329;9,738715;52,3811855
1135652330;9,7395363;52,3790118
1135652336;9,7402238;52,3792053
1135652338;9,7392721;52,3804778
1135652339;9,7384542;52,3804939
1135652340;9,7399518;52,3788534
1135652342;9,739334;52,3808749
1135652344;9,73751;52,38021
1135652345;9,7407246;52,379625
1135652347;9,7404125;52,3787152
1135652349;9,7389299;52,3808303
1135652364;9,7376456;52,3797919
1135652365;9,7403507;52,3798077
1135652368;9,7387311;52,3806422
1135652370;9,7369671;52,3801116
1135661834;9,7457761;52,3706517
1135661844;9,7464945;52,3702816
1135661848;9,7462817;52,3702625
1135661852;9,7458482;52,3699897
1135661863;9,7464671;52,370282
1135661869;9,7457673;52,3700967
1135661873;9,7450204;52,3698388
1135661876;9,7463454;52,3702236
1135661894;9,7463425;52,370266
1135661895;9,7454005;52,3703457
1135661897;9,7445081;52,3703049
1135661900;9,7443538;52,3698909
1135661902;9,7461049;52,3701864
1135661903;9,7464092;52,3703563
1135661905;9,7457302;52,3702966
1135661907;9,7452842;52,3703341
1135661910;9,7458389;52,3700243
1135661922;9,7464584;52,3703209
1135661924;9,744424;52,3703438
1135661929;9,7448829;52,3705705
1135661932;9,7462701;52,3703474
1135661935;9,7456421;52,3705492
1135661938;9,7456905;52,3705102
1135661939;9,7465463;52,37047
1135661941;9,7464179;52,3703173
1135661942;9,7455963;52,3700696
1135661954;9,7460643;52,3704323
1135668017;9,7451122;52,3700429
1135668019;9,7447732;52,369981
1135668021;9,7445645;52,3699562
1135668024;9,7446566;52,3702231
1135668026;9,7447268;52,37054
1135668027;9,7451673;52,3702093
1135668035;9,7446717;52,3698943
1135668038;9,7446804;52,3702906
1135668040;9,7453151;52,3700217
1135668042;9,7449441;52,3703455
1135668043;9,744605;52,3700768
1135668044;9,7453672;52,3701721
1144630138;9,7443554;52,3648583
1147267544;9,7241703;52,3870332
1147267546;9,7248432;52,3870581
1147267551;9,7250825;52,3871013
1147267571;9,7247964;52,387151
1147267597;9,7243529;52,387068
1147267646;9,7240962;52,3869231
1147267669;9,7249533;52,387078
1147275760;9,7269848;52,3862134
1147275773;9,7243442;52,3864201
1147275800;9,7244222;52,3862333
1149075565;9,7412601;52,3712087
1149075566;9,7410728;52,3752602
1149075567;9,7405711;52,3708835
1149075568;9,7397617;52,3722224
1149075571;9,7428461;52,3688825
1149075576;9,7381405;52,3698361
1149075578;9,7394899;52,3734157
1149075581;9,7406325;52,3719264
1149075582;9,7393729;52,3733296
1149075583;9,7396757;52,3729892
1149075584;9,7409661;52,3748254
1149075585;9,7422815;52,3689022
1149075588;9,7383209;52,3693125
1149075589;9,7399867;52,3681201
1149075596;9,7392039;52,3701082
1149075597;9,7398581;52,3727834
1149075598;9,7388044;52,3693753
1149075599;9,7422815;52,3690138
1149075600;9,7400744;52,3692002
1149075602;9,7396619;52,3732434
1149075603;9,7399663;52,3692828
1149075606;9,73784;52,3711434
1149075613;9,7415664;52,3704419
1149075614;9,7398019;52,3707159
1149075615;9,7400577;52,372567
1149075617;9,7408224;52,3717129
1149075618;9,7389724;52,3698022
1149075619;9,7388379;52,3714816
1149075620;9,739514;52,3731951
1149075628;9,7422224;52,3699331
1149075629;9,7412462;52,3710921
1149075630;9,7401401;52,3690276
1149075631;9,7384992;52,3699513
1149075632;9,7385703;52,3692691
1149075634;9,7404343;52,3721331
1149075635;9,7392367;52,3701602
1149075636;9,7410977;52,3713986
1149075641;9,7379372;52,3710581
1149075644;9,7397721;52,3728821
1149075647;9,7425074;52,3695424
1149075648;9,7399269;52,372277
1149075649;9,7389297;52,3695775
1149075650;9,7404052;52,3740838
1149075651;9,7380844;52,3698614
1149075652;9,740687;52,368364
1149075653;9,7389536;52,3705925
1149075660;9,7388922;52,3713251
1149075662;9,7399648;52,3726783
1149075664;9,7431579;52,369457
1149075665;9,7384032;52,3695184
1149075666;9,7406151;52,3744871
1149075667;9,7418783;52,3689416
1149075668;9,7384448;52,3699854
1149075669;9,7399097;52,3736573
1149075671;9,7397565;52,372186
1149075675;9,7400126;52,3683724
1149075679;9,7409133;52,3716121
1149107917;9,739443;52,3704508
1149107924;9,7369284;52,3712192
1149107927;9,7358672;52,3710065
1149107929;9,7395659;52,370549
1149107931;9,7364701;52,3705399
1149107932;9,7395438;52,3704964
1149107933;9,7383006;52,3719966
1149107946;9,735798;52,3709675
1149107948;9,7364103;52,3706345
1149107951;9,7365688;52,370592
1149107953;9,7395744;52,3704151
1149107955;9,7379199;52,3694012
1149107966;9,7380253;52,3724614
1149107968;9,7367797;52,3708966
1149107971;9,7370145;52,3716631
1149107974;9,7373252;52,3705893
1149107986;9,738935;52,370745
1149107988;9,7374876;52,3723695
1149107990;9,7367204;52,3702111
1149107995;9,7386146;52,3718416
1149108008;9,7385482;52,3714957
1149108009;9,7376038;52,3722119
1149108011;9,7373956;52,369543
1149108020;9,7387092;52,3716919
1149108021;9,7374661;52,3718731
1149115613;9,72921;52,3703795
1149115619;9,7289183;52,3704663
1149117712;9,7282209;52,3704122
1149117717;9,7282837;52,3703219
1149122337;9,7270933;52,3700578
1149122346;9,7272596;52,3701323
1149122347;9,7270452;52,3701481
1149122349;9,7276183;52,3702045
1149122361;9,7266755;52,3700804
1149122365;9,7272781;52,3701933
1149125035;9,725485;52,3699499
1149125042;9,7256393;52,3700312
1149125044;9,7256393;52,3700293
1149125045;9,725488;52,3700238
1149125046;9,7256362;52,3699536
1149126615;9,7248982;52,3699887
1149126617;9,7244476;52,3698613
1149126618;9,7245927;52,3698853
1149135605;9,7320047;52,3723854
1149135607;9,7307897;52,373508
1149135610;9,7308543;52,3736079
1149135611;9,7315611;52,3726523
1149135612;9,730224;52,3732299
1149135613;9,7304573;52,3733579
1149135614;9,7314387;52,3730283
1149135623;9,7319142;52,3723622
1149135625;9,7319177;52,3724662
1149135628;9,7305891;52,3727276
1149135630;9,7308447;52,3736598
1149135631;9,7312368;52,3730589
1149135633;9,7314018;52,3730752
1149135635;9,7317479;52,3726349
1149135637;9,7310623;52,3721657
1149141167;9,7415186;52,3753454
1149141186;9,7412128;52,3753793
1151937235;9,7506877;52,3692258
1151937241;9,7461261;52,3692041
1151937243;9,7531732;52,3701896
1151937249;9,7457499;52,3689726
1151937251;9,7537525;52,3699107
1151937253;9,7479985;52,369211
1151937256;9,7476104;52,3690822
1151937258;9,7511057;52,3693193
1151937263;9,7505876;52,369366
1151937269;9,75355;52,3697094
1151937270;9,7470001;52,3690569
1151937271;9,7535123;52,3701177
1151937276;9,7484581;52,3692294
1151937278;9,7509585;52,3694379
1152522103;9,72444;52,3753718
1155327595;9,7245215;52,3792809
1155354391;9,722265;52,3797725
1155354413;9,7216337;52,3794863
1155354428;9,7232346;52,379786
1155354441;9,7234909;52,3797555
1155359540;9,7246403;52,3788363
1155359543;9,7240139;52,3773329
1155361012;9,7266595;52,3771268
1155361020;9,7264581;52,3770734
1155370130;9,7286563;52,3765809
1155370147;9,7298476;52,3762733
1155370151;9,7314373;52,3759882
1155370155;9,7269606;52,3770274
1155370168;9,7313912;52,3759926
1155370171;9,7296424;52,3763265
1155370175;9,7296373;52,3764456
1155370178;9,7312535;52,3759602
1155370187;9,7284051;52,3767109
1155370192;9,730612;52,3760916
1155370196;9,730768;52,3761537
1155370203;9,7274225;52,3768585
1155370207;9,7306536;52,3761715
1155370210;9,7299707;52,3763673
1155370220;9,7318016;52,3760848
1155383664;9,7349957;52,3752685
1155383670;9,7342865;52,3754448
1155383675;9,7348084;52,3748346
1155383685;9,7362095;52,3741578
1156635604;9,7350595;52,3788061
1156635618;9,7332279;52,3785123
1156635621;9,7358337;52,3789275
1156635624;9,7351186;52,3786846
1156635641;9,735909;52,3788225
1156635644;9,7347368;52,3787503
1156649672;9,7328609;52,3801366
1156649692;9,732435;52,3776918
1156649697;9,7329079;52,3803793
1156649745;9,732416;52,3774357
1159383004;9,740721;52,3803561
1166302891;9,7326604;52,378714
1166302900;9,7397002;52,3700509
1166963861;9,7344271;52,3704229
1166963870;9,731135;52,3684817
1166963873;9,7324122;52,3621679
1166963887;9,7345375;52,3702682
1166963899;9,7312493;52,3680882
1166963918;9,7326542;52,3712848
1166963924;9,7311829;52,3680758
1166963946;9,73064;52,3736502
1166963951;9,7311023;52,3679494
1166963960;9,731588;52,3726829
1166963963;9,7343398;52,3704641
1166963967;9,7313584;52,3680401
1166981453;9,7439291;52,3681726
1166981469;9,7468292;52,3655336
1166981482;9,7449145;52,3676827
1166981487;9,7444419;52,3679773
1166981499;9,7347322;52,3736838
1166981502;9,7466707;52,3658647
1166981503;9,7459629;52,3666061
1166981507;9,7446646;52,3674596
1166981517;9,7450653;52,3675691
1166981519;9,7475946;52,3652094
1166981529;9,7342624;52,3747117
1166981567;9,7451836;52,3669914
1166981570;9,7452867;52,3674035
1166981580;9,743923;52,3688431
1166981595;9,7461319;52,3665614
1166981611;9,7443878;52,3679473
1166981618;9,7454616;52,3674428
1166981628;9,7457198;52,3671743
1166981631;9,734293;52,3744659
1166981666;9,7455148;52,3689251
1166981677;9,7353727;52,3724179
1166981699;9,7452498;52,3673888
1166981701;9,7486652;52,3648384
1166981702;9,7453457;52,3683284
1166981710;9,743829;52,3686361
1166981712;9,7455689;52,3673389
1166981735;9,7458531;52,3674773
1170401602;9,7468146;52,3791675
1170401605;9,7456825;52,3791878
1170401608;9,746415;52,3796476
1170401612;9,7472516;52,378949
1170401614;9,7461944;52,3792488
1170401617;9,7466481;52,3795587
1170401621;9,7473057;52,3789032
1170401623;9,7465774;52,3792996
1170401634;9,7470851;52,3793605
1170401636;9,7466814;52,3792005
1170401638;9,7470643;52,3790684
1170401639;9,7475926;52,379052
1170401642;9,7459655;52,3792361
1170401645;9,7465565;52,3795663
1170401647;9,7465149;52,3792386
1170401660;9,7469686;52,3797137
1170401663;9,7462444;52,3796273
1170401665;9,746619;52,3792157
1170401668;9,7469311;52,3791319
1170401669;9,7458115;52,3792157
1170401671;9,7464858;52,3796349
1170401672;9,746415;52,3792411
1170401675;9,7467563;52,3796934
1170401683;9,7463651;52,3792792
1170401686;9,7466981;52,3793097
1171717809;9,7370853;52,3686218
1171717810;9,7362771;52,3687564
1184381264;9,7466974;52,3719226
1184381266;9,747314;52,3716123
1184381267;9,747215;52,3715315
1184381276;9,7469275;52,3719514
1184381281;9,7465758;52,3718233
1184381285;9,7468223;52,3718655
1184381289;9,747036;52,3719019
1184381291;9,7469083;52,3717975
1188740271;9,7304355;52,368353
1190932216;9,7445459;52,3679933
1191527875;9,7260845;52,3733314
1191527878;9,7264322;52,373189
1191527881;9,7261831;52,3723324
1191527883;9,7264271;52,3722763
1191527902;9,7272959;52,3722476
1191527905;9,7261973;52,3733333
1191527908;9,7272016;52,3725164
1191527912;9,7258353;52,3724265
1191527919;9,7260571;52,3724918
1191527925;9,7272063;52,3724874
1191527928;9,7259889;52,3731863
1191527931;9,727045;52,3724727
1191527969;9,725923;52,3723155
1191527971;9,7265548;52,3724708
1191527974;9,7266792;52,3732091
1191527976;9,7262569;52,372239
1191527979;9,7262042;52,3725584
1191527982;9,7260332;52,3721731
1191528014;9,7261518;52,3733103
1191528017;9,7265611;52,3726034
1191528018;9,7267302;52,3726201
1191528019;9,7261841;52,3730574
1191528021;9,7271843;52,3726481
1191528025;9,7257474;52,373224
1191528031;9,7263885;52,3733897
1191528045;9,7261448;52,3723808
1191528047;9,7262651;52,3722286
1191528050;9,726527;52,37281
1191528059;9,7260422;52,3725107
1191528069;9,7259594;52,3722665
1191528083;9,7259919;52,3730584
1191528088;9,7272368;52,3724901
1191528134;9,727206;52,3725166
1191528140;9,7258242;52,3731342
1191528145;9,7266356;52,3734098
1191528153;9,7271092;52,3725049
1191528155;9,7266971;52,3728205
1191528158;9,726718;52,3726938
1191528161;9,7271136;52,3724789
1191528197;9,7260043;52,3733431
1191528199;9,7265479;52,3726834
1191528203;9,7261793;52,3732421
1191528208;9,7271041;52,3722302
1191528214;9,7265331;52,3726017
1191701223;9,7447646;52,3673085
1191701226;9,7447607;52,3670274
1191701229;9,7442987;52,3675867
1191701232;9,744709;52,3673189
1191701246;9,7441085;52,3671803
1191701250;9,7446175;52,3671969
1191701253;9,7447453;52,3673009
1191701254;9,7445073;52,3673059
1191701256;9,7435846;52,3676772
1191701258;9,7435445;52,3675591
1191701259;9,7449706;52,3670961
1191701261;9,7442043;52,3670669
1191701263;9,7445932;52,3673341
1191701271;9,7445035;52,3673213
1191701272;9,7442586;52,3674686
1191701273;9,7446579;52,36733
1192538843;9,7282812;52,3729429
1192538844;9,7271746;52,3709281
1192538846;9,727802;52,3728541
1192538850;9,7278664;52,3722787
1192538854;9,7279707;52,3730659
1192538855;9,7282446;52,3723503
1192538856;9,7270018;52,3711142
1192538859;9,7279441;52,3730135
1192538860;9,7281828;52,372603
1192538863;9,7268853;52,3724911
1192538864;9,7281222;52,3725915
1192538865;9,7280399;52,373288
1192538870;9,7280913;52,3728934
1192538871;9,7270994;52,3711376
1192538876;9,7277618;52,3726933
1192538878;9,7271194;52,370931
1192538882;9,7289215;52,372224
1192538884;9,7272111;52,3709635
1192538887;9,7281041;52,372758
1192538890;9,7277296;52,3729576
1192538892;9,7274866;52,3705442
1192538895;9,7277082;52,3725905
1192538896;9,72785;52,3732385
1192538897;9,7275799;52,3705772
1192538898;9,7281606;52,3731154
1192538900;9,7290046;52,3722445
1192538901;9,7280165;52,37291
1192538904;9,7268626;52,3726282
1192538906;9,7272127;52,3709641
1192538908;9,7278047;52,3726088
1192542444;9,7264582;52,3726781
1201644387;9,7387896;52,3636171
1201644423;9,7398509;52,3670112
1204641371;9,7383229;52,3725256
1204641374;9,738171;52,3724494
1204641377;9,7391813;52,3726524
1204641379;9,7386396;52,3722991
1204641381;9,7388392;52,3720641
1204641382;9,7386476;52,3720075
1204641384;9,7384782;52,3722212
1205493655;9,7259499;52,3756649
1213138203;9,7242918;52,3865693
1213138309;9,7241293;52,3868664
1221487211;9,7206341;52,3844954
1221487255;9,7206349;52,3845822
1223717937;9,7303593;52,3787677
1223717939;9,7304802;52,3787538
1223717942;9,7302656;52,3787204
1223717945;9,7298019;52,3790324
1223717949;9,7299201;52,379092
1223717951;9,7297178;52,3793267
1223717954;9,7302412;52,3787081
1223717956;9,7295993;52,379225
1223717957;9,7297158;52,3793124
1223717960;9,7302902;52,3787022
1223717962;9,7297285;52,3793189
1223717964;9,7300215;52,3788702
1223717967;9,7296466;52,3792489
1223717977;9,7297004;52,3792542
1223717978;9,7304698;52,3787615
1223717979;9,7301397;52,3789299
1223717980;9,7303317;52,3787231
1223717981;9,7295822;52,3791945
1223717983;9,7304515;52,3787522
1223717985;9,7296169;52,379212
1226029870;9,738421;52,3745886
1226442598;9,7555938;52,3725085
1226442604;9,7580552;52,3717246
1226442612;9,7568099;52,3721114
1226442614;9,7530426;52,3732125
1226442629;9,7568342;52,3721395
1226442642;9,7555671;52,3724804
1226442650;9,7530669;52,3732436
1226442675;9,7580746;52,3717542
1226505008;9,7513327;52,3736367
591161343;9,7313352;52,3773252
591161345;9,7312387;52,3773201
591829355;9,7253196;52,3798384
