"WAY_ID";"NODE_ID";"SEQ_NR"
27201256;1226577714;4
27201256;1226577645;5
27201256;666986158;6
27201256;1226577602;7
27201256;1385035410;8
27201256;29862176;9
27201256;77669221;10
27201256;298496978;11
27201256;29727609;12
27201256;269753678;13
27201256;29727610;14
27201256;71449536;15
27201256;832511855;16
27201256;266330784;17
27201256;71449526;18
27201256;666986166;19
27201256;71449512;20
27201256;666986157;21
27201256;34042722;22
27201256;34042717;23
27201256;303302050;24
27201256;392685007;25
27248507;26235017;1
27248507;25812280;2
27248507;35327513;3
27248911;310517531;1
27248911;1113043759;2
27248911;1113043766;3
27248911;1113043749;4
27248912;299062895;1
27248912;299062963;2
27248912;299062897;3
27248913;299062897;1
27248913;1370793388;2
27248913;299062913;3
27248913;299062931;4
27248913;299062940;5
27248913;299062942;6
27248913;299062944;7
27248913;299062946;8
27248913;269581276;9
27248914;299062897;1
27248914;299062968;2
27248915;299062951;1
27248915;299062953;2
27248916;299062968;1
27248916;299062951;2
27249040;299064937;1
27249040;299064938;2
27249040;299064939;3
27254071;337635322;1
27254071;274831055;2
27254071;274831056;3
27254071;274831057;4
27254071;655145899;5
27254071;655145898;6
27254071;274831058;7
27254071;274831059;8
27254071;274831060;9
27254071;275732262;10
27254071;274831062;11
27254071;654082729;12
27254071;274831063;13
27254071;274831064;14
27254071;654082719;15
27254071;269566071;16
27254071;274831859;17
27254071;418043192;18
27254071;654072247;19
27254071;506681519;20
27254071;355507121;21
27254071;654075322;22
27254071;598350479;23
27254071;274831862;24
27254071;274831863;25
27254071;274831864;26
27254071;274831865;27
27254071;341056081;28
27254071;274831866;29
27254071;534131307;30
27254071;274831867;31
27254071;274831868;32
27254071;274831869;33
27262793;299239808;1
27262793;856898848;2
27262793;856898777;3
27262793;856898986;4
27262793;856898973;5
27262793;856898997;6
27262793;856898866;7
27262793;299239808;8
27262794;856898894;1
27262794;856898857;2
27262794;856898996;3
27262794;856898903;4
27262794;1113043760;5
27262794;1113043745;6
27262794;795837783;7
27262794;856898798;8
27262794;856898712;9
27262794;1113043747;10
27262794;856898894;11
27263040;299242461;1
27263040;456800542;2
27263040;456800543;3
27263040;299242463;4
27263040;299242464;5
27263040;256336727;6
27263040;256336728;7
27263040;299242461;8
27263094;856898880;1
27263094;856898983;2
27263094;856898680;3
27263094;856898873;4
27263094;299243452;5
27263094;299243453;6
27263094;299243454;7
27263094;360049990;8
27263094;299243456;9
27263094;1113043754;10
27263094;1113043761;11
27263094;795837797;12
27263094;1113043758;13
27263094;856898880;14
27263250;299245913;1
27263250;299245915;2
27263250;299245916;3
27263250;299245918;4
27263250;299245919;5
27263250;299245932;6
27263250;558484742;7
27263250;299245913;8
27263251;299245922;1
27263251;299245924;2
27263251;558484743;3
27263251;299245934;4
27263251;299245935;5
27263251;299245922;6
27263252;299245929;1
27263252;299245931;2
27263252;299245915;3
27263252;299245913;4
27263252;558484742;5
27263252;299245932;6
27263252;558484744;7
27263252;299245934;8
27263252;558484743;9
27263252;299245924;10
27263252;299245922;11
27263252;299245929;12
27266944;299288802;1
27266944;558484743;2
27266944;299288804;3
27266944;299288817;4
27266944;299288805;5
27266944;558484746;6
27266944;558484742;7
27266944;558484753;8
27266944;299288807;9
27266944;299288808;10
27266944;299288810;11
27266944;299288812;12
27266946;299288814;1
27266946;558484729;2
27266946;299288805;3
27266948;299288817;1
27266948;558489199;2
27266948;295627255;3
27332112;26124699;1
27332112;29983855;2
27332112;26124690;3
27332112;26124640;4
27332112;260132150;5
27332112;655145893;6
27332112;26124651;7
27332112;274824220;8
27332112;654082715;9
27332112;36854590;10
27332112;274831860;11
27332112;36854592;12
27332112;33225318;13
27332112;33225321;14
27332112;206392302;15
27332112;206392301;16
27332112;50933357;17
27332112;33225322;18
27332112;33225323;19
27332112;206392306;20
27332112;25808031;21
27332112;25808135;22
27332112;256854959;23
27332112;25805863;24
27332112;25808247;25
27332112;370481689;26
27332112;25808183;27
27332112;26124699;28
27332113;25797832;1
27332113;60655219;2
27332113;248454680;3
27332113;29860237;4
9874259;591161341;7
9874259;79818714;8
9874259;79818719;9
9874259;79818705;10
9874473;79826363;1
9874473;79826366;2
9874473;79826369;3
9874473;1370813542;4
9874473;1370813540;5
9874473;79826374;6
9874473;79826363;7
9923000;30937411;1
9923000;558543379;2
9923000;558543371;3
9923000;558543374;4
9923000;558543354;5
9923000;255829078;6
9923000;255829079;7
9923000;255829080;8
9923000;279311998;9
9923000;558543392;10
9923000;279311995;11
9923000;558543394;12
9923000;558543398;13
9923000;558543396;14
9923000;457149205;15
9923000;255828969;16
9923000;279311996;17
9923000;255831066;18
9923000;279312755;19
9923000;279312759;20
9923000;279312763;21
9923000;255828971;22
9923000;279312751;23
9923000;279312785;24
9923000;279312801;25
9923000;256264457;26
9923000;279312767;27
9923000;256264456;28
9923000;256264455;29
9923000;558531314;30
9923000;558531315;31
9923000;558531307;32
9923000;558531308;33
9923000;279312814;34
9923000;558531311;35
9923000;256264454;36
9923000;370340569;37
9923000;370340570;38
9923000;279312813;39
9923000;279312815;40
9923000;256264453;41
9923000;905744486;42
9923000;279312816;43
9923000;905742751;44
9923000;256264452;45
9923000;279312819;46
9923000;279312830;47
9923000;256264451;48
9923000;279312812;49
9923000;558531324;50
9923000;558531322;51
9923000;558531323;52
9923000;256264450;53
9923000;558531325;54
9923000;558531316;55
9923000;558531317;56
9923000;279312807;57
9923000;279312805;58
9923000;558531318;59
9923000;558531319;60
9923000;256264966;61
9923000;558531321;62
9923000;279312809;63
9923000;256264448;64
9923000;279312811;65
9923000;256264447;66
9923000;558533072;67
9923000;279312810;68
9923000;558533073;69
9923000;256264446;70
9923000;558533094;71
9923000;558533093;72
9923000;558533092;73
9923000;558533090;74
9923000;558533091;75
9923000;558533095;76
9923000;558533096;77
9923000;558533084;78
9923000;279312808;79
9923000;279312806;80
9923000;558533103;81
9923000;256264537;82
9923000;558533105;83
9923000;279312827;84
9923000;558533097;85
9923000;558533098;86
9923000;256264445;87
9923000;279312826;88
9923000;558533099;89
9923000;279312829;90
9923000;558533100;91
9923000;558533101;92
9923000;558533106;93
9923000;558533107;94
9923000;558533108;95
9923000;558533109;96
9923000;256264444;97
9923000;558533110;98
9923000;558533111;99
9923000;558533112;100
9923000;256837519;101
9923000;558533102;102
9923000;279312828;103
9923000;558533115;104
9923000;558533114;105
9923000;558543385;106
9923000;279312772;107
9923000;255830959;108
9923000;279311997;109
9923000;558543383;110
9923000;558543381;111
9923000;255828974;112
9923000;457149207;113
9923000;558543412;114
9923000;558543409;115
9923000;558543407;116
9923000;279311994;117
9923000;558543405;118
9923000;279311999;119
9923000;255829075;120
9923000;255829076;121
9923000;256837651;122
9923000;255829077;123
9923000;558543428;124
9923000;558543418;125
9923000;558543416;126
9923000;558543432;127
9923000;30937412;128
9923000;735577348;129
9923000;81064696;130
9923000;81064695;131
9923000;81064693;132
9923000;256835134;133
9923000;1096362710;134
9923000;1096362721;135
9923000;33226776;136
9923000;33226777;137
9923000;33226778;138
9923000;279310294;139
9923000;33226779;140
9923000;25760622;141
9923000;735952388;142
9923000;85567971;143
9923000;33226781;144
9923000;370336187;145
9923000;370336186;146
9923000;370336185;147
9923000;370336189;148
9923000;370336190;149
9923000;370336191;150
9923000;370336192;151
9923000;370336193;152
9923000;370336194;153
9923000;370336195;154
9923000;1415061162;155
9923000;1112901133;156
9923000;1112901076;157
9923000;1112901098;158
9923000;637685876;159
9923000;367716811;160
9923000;367662769;161
9923000;251160016;162
9923000;905740703;163
9923000;367662721;164
9923000;905741829;165
9923000;905744406;166
9923000;905740926;167
9923000;81064711;168
9923000;367662685;169
9923000;456813835;170
9923000;637685886;171
9923000;1112901180;172
9923000;1112901207;173
9923000;1112901128;174
9923000;456813834;175
9923000;1112901085;176
9923000;1112901060;177
9923000;1112901201;178
9923000;1112901161;179
9923000;1112901135;180
9923000;1112901108;181
9923000;1112901091;182
9923000;1112901171;183
9923000;81064707;184
9923000;1112901127;185
9923000;1112901097;186
9923000;905739638;187
9923000;905742069;188
9923000;905743773;189
9923000;367667934;190
9923000;905741733;191
9923000;905742151;192
9923000;905739689;193
9923000;905743394;194
9923000;905744698;195
9923000;905741667;196
9923000;905743002;197
9923000;293684052;198
9923000;905744442;199
9923000;299064937;200
9923000;81064704;201
9923000;256333942;202
9923000;386837521;203
9923000;386837519;204
9923000;81064703;205
9923000;386837517;206
9923000;85589607;207
9923000;255830188;208
9923000;255829892;209
9923000;81064702;210
9923000;735593589;211
9923000;1112901167;212
9923000;1112901204;213
9923000;1112901068;214
9923000;1112901159;215
9923000;735577344;216
9923000;256837865;217
9923000;320913492;218
9923000;1415061221;219
9923000;1415061223;220
9923000;735593596;221
9923000;735577342;222
9923000;735577358;223
9923000;735577370;224
9923000;30937378;225
9923000;30937380;226
9923000;30937383;227
9923000;735577367;228
9923000;735577341;229
9923000;735577362;230
9923000;735577336;231
9923000;30937411;232
9923049;33918685;1
9923049;310517532;2
9923049;905428194;3
9923049;446002179;4
9923049;267283335;5
9923049;295481866;6
9923049;905428166;7
9923049;33912237;8
9923049;267283344;9
9923049;71165295;10
9923049;258590019;11
9923061;81070035;1
9923061;308808290;2
9923061;257161233;3
9923061;1368112279;4
9923061;81070036;5
9923061;81070038;6
9923061;1368112267;7
9923061;81070039;8
9923061;257161235;9
9923061;257161237;10
9923061;1113043757;11
9923061;81070041;12
9923061;257161236;13
9923061;257161234;14
9923061;81070035;15
9923150;338823731;1
9923150;338836426;2
9923150;338836439;3
9923150;260041051;4
9923150;1366953837;5
9923150;81076895;6
9923150;1406882929;7
9923150;1406882946;8
9923150;1406882969;9
9923150;260041055;10
9923150;1406883086;11
9923150;343305018;12
9923150;1406883155;13
9923150;1406883200;14
9923150;1406883237;15
9923150;1406883270;16
9923150;1406883331;17
9923150;1406883373;18
9923150;81076900;19
9923150;338823734;20
9923150;338823733;21
9923150;338823732;22
9923150;338823731;23
10041589;59952787;1
10041589;588178163;2
10041589;82473066;3
10041589;605484058;4
10041589;82473067;5
10041589;641325256;6
10041589;137955235;7
10041606;59952790;1
10041606;59952798;2
10041606;412494775;3
10041606;59952795;4
10041606;412494774;5
10041606;59952791;6
10041606;412494777;7
10041606;412494776;8
10041606;59952796;9
10041606;412492966;10
10041606;301989999;11
10041606;59952788;12
10041606;59952792;13
10041606;1259625826;14
10041606;135600433;15
10116872;59773154;1
10116872;83382494;2
10116874;83382499;1
10116874;683202681;2
10116874;59773151;3
10117214;83390178;1
10117214;256334809;2
10117214;255830313;3
10262314;267283345;1
10262314;267283344;2
10262314;631190672;3
10262314;631190678;4
10262314;85589615;5
10262314;1113043764;6
10262314;85589613;7
10262314;1113043765;8
10262314;256333944;9
10262314;256333943;10
10262314;1368112280;11
10262314;1368112281;12
10262314;247685540;13
10262314;310517671;14
10262883;85589615;1
10262883;267092126;2
10262883;267092125;3
10262883;269581300;4
10262883;85589617;5
10262883;294452668;6
10262883;85589618;7
10262883;260335873;8
10262883;85589619;9
10262883;296347772;10
10262883;317421636;11
10262883;294193633;12
10315751;87261156;1
10315751;87261158;2
10315751;87261152;3
10315751;87261153;4
10315751;735648561;5
10315751;735648551;6
10315751;735648616;7
10315751;735648628;8
10315751;735648555;9
10315751;87261155;10
10315751;87261156;11
10315752;87261161;1
10315752;295898723;2
10315752;295898966;3
10315752;295004706;4
10315752;34062370;5
10365950;33225308;1
10365950;25753583;2
10366062;88026588;1
10366062;534131306;2
10366062;33225309;3
10429806;89214664;1
10429806;1226777652;2
10429806;667023555;3
10429806;21308565;4
10429806;667023521;5
10429806;1226777631;6
10429806;599002192;7
10429806;667023516;8
10429806;599002193;9
10429806;667023501;10
10429806;33353025;11
10429807;33353025;1
10429807;1226748336;2
10429807;89214667;3
10673923;94548663;1
10673923;259029563;2
10673923;94548664;3
10673923;259028991;4
10673923;269751362;5
10673923;259028992;6
10673923;259029569;7
10673923;259029576;8
10673923;512075424;9
10673923;269751358;10
10673923;259029204;11
10673923;94548666;12
10673923;735830556;13
10673923;735830586;14
10673923;735830567;15
10673923;94548663;16
10675777;77669244;1
10675777;1426356987;2
10675777;77669249;3
10675777;77669251;4
10675777;77669262;5
10675777;77669268;6
10675777;77669272;7
10675783;77683447;1
10675783;866331465;2
10675783;866331417;3
10675783;77683425;4
10677749;94579067;1
10677749;94579070;2
10677749;94579072;3
10677749;94579075;4
10677749;671960554;5
10677749;671960556;6
10677749;671960557;7
10677749;94579077;8
10677749;671960559;9
10677749;671960558;10
10677749;671960551;11
10677749;671960550;12
10677749;94579080;13
10677749;94579083;14
10677749;94579084;15
10677749;94579067;16
10677750;94579092;1
10677750;94579095;2
10677750;1366953673;3
10677750;1366953672;4
10677750;1366953669;5
10677750;1366953671;6
10677750;94579097;7
10677750;94579100;8
10677750;94579092;9
10677751;59835649;1
10677751;598039431;2
10677752;59773148;1
10677752;59598848;2
10677753;94579102;1
10677753;59598831;2
10677754;59598832;1
10677754;348138079;2
10677754;59598834;3
10677755;59598832;1
10677755;59598831;2
10677756;94579116;1
10677756;94579118;2
10677756;94579113;3
10677756;666474443;4
10677756;666474442;5
10677756;666474409;6
10677756;94579111;7
10677756;348132286;8
10677756;348132285;9
10677756;94579116;10
10677757;94579125;1
10677757;94579123;2
10677757;94579129;3
10677757;94579126;4
10677757;94579125;5
10680065;94592893;1
10680065;94592894;2
10680065;94592895;3
10680065;905743880;4
10680065;905742566;5
10680065;1370813494;6
10680065;905740607;7
10680065;1370813510;8
10680065;94592896;9
10680065;1370813512;10
10680065;94592893;11
10680066;34042697;1
10680066;367691485;2
10680066;59778269;3
10680066;387509147;4
10680066;60409951;5
10680067;59838539;1
10680067;59838536;2
10680068;94592902;1
10680068;1370813529;2
10680068;1370813531;3
10680068;94592903;4
10680068;94592905;5
10680068;905743693;6
10680068;905742413;7
10680068;905740142;8
10680068;905744020;9
10680068;905742687;10
10680068;905740949;11
10680068;905740870;12
10680068;905744383;13
10680068;905742980;14
10680068;905741624;15
10680068;94592908;16
10680068;94592902;17
10680069;94592911;1
10680069;271917436;2
10680069;94592913;3
10680069;1204641377;4
10680069;94592916;5
10680069;94592917;6
10680069;94592911;7
10680070;94592921;1
10680070;94592923;2
10680070;94592924;3
10680070;94592925;4
10680070;94592921;5
10689011;59952787;1
10689011;59952789;2
10689011;59952790;3
11139332;25797832;1
11139332;306565784;2
11139332;29860254;3
11139332;306565790;4
11139332;29860238;5
11281352;29791537;1
11281352;348101478;2
11281352;29860237;3
11281352;248454680;4
11281352;60655219;5
11647635;348352846;1
11647635;1230563321;2
11647635;289509934;3
11647635;348413464;4
11647635;1135652336;5
11647635;1135652314;6
11647635;33226892;7
11647635;33226888;8
11647635;33226887;9
11647635;33226886;10
11647635;33226885;11
11647635;29727582;12
11647635;29727583;13
11647635;348352846;14
11780475;105475112;1
11780475;105475150;2
11780475;255878411;3
11780893;225991068;1
11780893;296352066;2
11780893;296347763;3
11780893;317421650;4
11780893;296143355;5
11780893;317421624;6
11780893;296154857;7
11780893;296352063;8
11780893;296154855;9
11780893;102068263;10
13612740;1383467224;1
13612740;60409235;2
13612741;34042691;1
13612741;581891548;2
13612741;59838539;3
13870806;31115460;1
13870806;456787117;2
13870806;256409613;3
13870806;648201564;4
13870806;33447005;5
13870807;31115460;1
13870807;856924788;2
13870807;294193646;3
13870807;294193645;4
13870807;256337037;5
13870807;256337038;6
13870807;456787112;7
13932901;667023507;1
13932901;667023505;2
13932901;667023490;3
13932901;1226748394;4
13959807;32907255;1
13959807;32907256;2
13959807;32907257;3
13959807;137951752;4
13959807;1111754256;5
13959807;1331300152;6
13959807;33325454;7
13959807;291195751;8
13959807;291195747;9
13959807;291195750;10
13959807;137955193;11
13959807;1331300154;12
13959807;291195752;13
13959807;137955198;14
13959807;287879126;15
13959807;137955204;16
13959807;287879116;17
13959807;287879115;18
13959807;287879119;19
13959807;287879122;20
13959807;287879125;21
13959807;287879127;22
13959807;287879135;23
13959807;287879130;24
13959807;1331300151;25
13959807;287879136;26
13959807;137955235;27
13973218;33349561;1
13973218;269581294;2
13973218;294452648;3
13973218;294452644;4
13973218;294452641;5
13973218;294452636;6
13973218;294452660;7
13973218;299068647;8
13995161;137955235;1
13995161;641325261;2
13995161;371018027;3
13995161;132679970;4
13995161;132679916;5
13995161;132026205;6
13995161;132026201;7
13995161;132026193;8
13995161;443006006;9
13995161;401234721;10
13995161;401234718;11
13997172;213260896;1
13997172;132699818;2
13997172;132699796;3
13997172;132693636;4
13997172;132693629;5
13997172;132693642;6
13997172;132693618;7
13997172;132693610;8
13997172;132693596;9
13997172;59952787;10
13997174;132714159;1
13997174;132714155;2
13997174;132699811;3
13997174;213261714;4
13997174;213260896;5
13997175;102068263;1
13997175;102068267;2
13997175;132714147;3
13997175;213260588;4
13997175;213260896;5
14006809;591147201;1
14006809;59952784;2
14006809;588178160;3
14006809;59952787;4
17459697;1385035063;1
17459697;77669080;2
17459697;77669076;3
17459697;77669075;4
19378333;201493258;1
19378333;201493266;2
19420265;201952586;1
19420265;201952588;2
19420265;369106621;3
19420265;369106625;4
19420265;34042713;5
19713395;204847677;1
19713395;204847679;2
19713395;204847680;3
19713395;204847681;4
19713395;204847683;5
19713395;204847684;6
19713395;204847677;7
19738189;247468369;1
19738189;205220231;2
19738189;205220234;3
19738189;205220236;4
19738189;205220240;5
19738189;201952586;6
19804607;50140646;1
19804607;206392298;2
19804608;33225313;1
19804608;50140650;2
19804608;206392300;3
19804609;50140643;1
19804609;206392301;2
19804610;206392302;1
19804610;50140646;2
19804615;206392299;1
19804615;206392307;2
19804618;206392312;1
19804618;206392313;2
19804618;275688180;3
19804618;206392315;4
19804620;60655249;1
19804620;271917441;2
19804620;60655246;3
19804620;38983718;4
19804621;206392307;1
19804621;33225321;2
20452153;206392299;1
20452153;206392313;2
20452153;206392300;3
20452153;33225302;4
22696263;32663277;1
22696263;77742982;2
22730331;77742982;1
22730331;243824982;2
22730332;79473496;1
22730332;243824982;2
22730332;50787404;3
22824119;29364467;1
22824119;260567156;2
22824119;29364471;3
22824119;29364473;4
22824119;29364474;5
22824119;29364475;6
22824119;360594024;7
22959946;25761193;1
22959946;352818944;2
22959946;735830549;3
22959946;539377893;4
22959946;316280020;5
22959946;29862173;6
22959946;735830505;7
22959946;324649948;8
22959946;735830581;9
22959946;269754534;10
22959946;29862174;11
22959946;29862175;12
22959946;29862172;13
22966765;247804322;1
22966765;247804245;2
22966765;534096369;3
22966765;735727869;4
22966765;25761189;5
22977200;247688138;1
22977200;57283326;2
22977200;57283484;3
22977200;57283492;4
22987392;25813279;1
22987392;25813233;2
23003654;260564783;1
23003654;369109135;2
23003654;348088071;3
23003654;348157460;4
23003654;60655303;5
23003654;1149141186;6
23003654;29860250;7
23003655;29860250;1
23003655;29791529;2
23003857;60408851;1
23003857;260564809;2
23003857;1383467344;3
23003857;260564808;4
23003857;260564799;5
23003857;60408354;6
23003857;826905949;7
23003857;60409398;8
23003857;1366953726;9
23003857;1366953718;10
23003857;1366953703;11
23003857;1366953700;12
23003857;1366953696;13
23003857;1366953686;14
23003857;1366953701;15
23003857;1366953711;16
23003857;1366953723;17
23003857;1393946544;18
23003857;1393946545;19
23003857;1366953766;20
23003857;1393946546;21
23003857;1366953782;22
23003857;1393946558;23
23003857;1366953790;24
23003857;1366953794;25
23003857;1393946559;26
23003857;1366953795;27
23003857;1393946561;28
23003857;1366953798;29
23003857;1366953806;30
23003857;259594022;31
23003857;1393946562;32
23003857;1393946568;33
23003857;60408851;34
23003883;59846843;1
23003883;29860245;2
23003883;34006217;3
23029191;29860238;1
23029191;306565790;2
23029191;29860254;3
23029191;306565784;4
23029191;248454680;5
23029191;29860237;6
23029191;29860239;7
23029191;29860238;8
23029227;29860237;1
23029227;29860254;2
23048066;88026588;1
23048066;344238482;2
23048066;25753583;3
23048104;88026588;1
23048104;274831869;2
23286441;252052542;1
23286441;252052543;2
23286441;252052544;3
23286442;252052545;1
23286442;252052546;2
23286442;252052547;3
23286442;1135652344;4
23286442;1135652311;5
23286442;1135652263;6
23286442;1135652183;7
23286442;252052548;8
23286442;252052549;9
23286442;1135652272;10
23286442;1135652364;11
23286442;1135652370;12
23286442;252052550;13
23286442;252052545;14
23394627;253291753;1
23394627;253291754;2
23394627;253291755;3
23394627;253291756;4
23394629;558543352;1
23394629;279310291;2
23394629;253291776;3
23394629;279310290;4
23394629;558543346;5
23394629;256837561;6
23394629;253291775;7
23394629;256836673;8
23394629;256836570;9
23394629;253291774;10
23394629;253291773;11
23394629;279310289;12
23394629;270872010;13
23394629;735960385;14
23394629;270872014;15
23394632;253291782;1
23394632;295491089;2
23394632;253291777;3
23424613;253685645;1
23424613;976712805;2
23424613;267093373;3
23424613;253685647;4
23424614;456787171;1
23424614;456787166;2
23424614;299240701;3
23424614;456787185;4
23424614;253685653;5
23424615;253685654;1
23424615;256257884;2
23424615;253685661;3
23424615;1113043762;4
23424615;299239809;5
23424616;253685660;1
23424616;256336722;2
23424616;456787185;3
23424617;253685654;1
23424617;253685656;2
23424617;256257883;3
23424617;253685657;4
23424617;253685659;5
23618121;255828974;1
23618121;457149207;2
23618121;558543412;3
23618121;558543409;4
23618121;558543407;5
23618121;279311994;6
23618121;558543405;7
23618121;279311999;8
23618121;255829075;9
23618121;255829076;10
23618121;256837651;11
23618121;255829077;12
23618121;558543414;13
23618121;558543403;14
23618121;558543390;15
23618121;558543387;16
23618121;255829078;17
23618121;255829079;18
23618121;255829080;19
23618121;279311998;20
23618121;558543392;21
23618121;279311995;22
23618121;558543394;23
23618121;558543398;24
23618121;558543396;25
23618121;457149205;26
23618121;255828969;27
23618121;279311996;28
23618121;255831066;29
23618121;279312755;30
23618121;279312759;31
23618121;279312763;32
23618121;564448505;33
23618121;564448506;34
23618121;279312772;35
23618121;255830959;36
23618121;279311997;37
23618121;558543383;38
23618121;558543381;39
23618121;255828974;40
23618151;253291777;1
23618151;735593610;2
23618151;558543376;3
23618151;735593599;4
23618151;257730819;5
23618151;50787070;6
23618153;253291783;1
23618153;256834816;2
23618153;558543503;3
23618153;257730820;4
23618153;255829581;5
23618155;735593610;1
23618155;255829633;2
23618158;255829633;1
23618158;558548237;2
23618158;558548235;3
23618158;735593591;4
23618158;558548231;5
23618158;735593583;6
23618158;558548229;7
23618158;255829701;8
23618169;85589597;1
23618169;255830039;2
23618169;735960392;3
23618169;735960386;4
23618169;255830040;5
23618169;255830041;6
23618169;50787069;7
23618169;735577346;8
23618169;735577365;9
23618169;255830042;10
23618169;255830043;11
23618169;255830044;12
23618169;735577338;13
23618169;255829892;14
23618174;255830316;1
23618174;257720928;2
23627831;25761294;1
23627831;255949470;2
23627831;269576690;3
23628142;253685653;1
23628142;50787054;2
23628142;253685654;3
23628142;256257868;4
23628142;34673222;5
23638431;299239809;1
23638431;253685664;2
23638431;253685666;3
23651051;77669272;1
23651051;256232176;2
23651052;77669280;1
23651052;29861233;2
23651060;256232248;1
23651060;77742987;2
23652680;59598842;1
23652680;50806446;2
23652680;255712771;3
23652680;259867675;4
23652680;256249497;5
23652680;35329945;6
23652680;35329894;7
23652680;59598847;8
23652680;59598841;9
23652680;59598842;10
23652746;59598847;1
23652746;35329894;2
23652746;35329945;3
23652746;256249497;4
23652947;253685666;1
23652947;256254024;2
23652966;33447012;1
23652966;256254316;2
23652966;256254318;3
23652966;299288812;4
23652966;256254321;5
23653289;256257869;1
23653289;256257870;2
23653290;253685657;1
23653290;256257871;2
23653291;256257870;1
23653291;253685657;2
23653292;256257871;1
23653292;256257872;2
23653293;256257872;1
23653293;256257879;2
23653293;256257880;3
23653293;256257881;4
23653293;256257882;5
23653294;256257885;1
23653294;256262203;2
23653294;256257886;3
23653294;253685659;4
23653295;256257888;1
23653295;642293690;2
23653296;256257889;1
23653296;256257885;2
23653296;1113043763;3
23653296;1113043748;4
23653296;1113043756;5
23653296;256257890;6
23653296;1419468181;7
23653297;256334809;1
23653297;269576690;2
23653297;256334808;3
23653297;256334807;4
23653297;256334804;5
23653297;269574742;6
23653297;256334801;7
23653297;256334798;8
23653298;256257893;1
23653298;1419468181;2
23653298;256262202;3
23653298;256257891;4
23653298;25761294;5
23653723;856898823;1
23653723;1113043755;2
23653723;856898789;3
23653723;856898863;4
23653723;856898923;5
23653723;856898658;6
23653723;856898823;7
23653817;253685664;1
23653817;256263152;2
23653817;256263123;3
23653818;256263152;1
23653818;256263171;2
23653819;256263206;1
23653819;256263229;2
23653820;256263171;1
23653820;360049990;2
23653820;256263189;3
23653821;256263249;1
23653821;596164270;2
23653860;279312772;1
23653860;558543385;2
23653860;558533114;3
23653860;558533115;4
23653860;279312828;5
23653860;558533102;6
23653860;256837519;7
23653860;558533112;8
23653860;558533111;9
23653860;558533110;10
23653860;256264444;11
23653860;558533109;12
23653860;558533108;13
23653860;558533107;14
23653860;558533106;15
23653860;558533101;16
23653860;558533100;17
23653860;279312829;18
23653860;558533099;19
23653860;279312826;20
23653860;256264445;21
23653860;558533098;22
23653860;558533097;23
23653860;279312827;24
23653860;558533105;25
23653860;256264537;26
23653860;558533103;27
23653860;279312806;28
23653860;279312808;29
23653860;558533084;30
23653860;558533096;31
23653860;558533095;32
23653860;558533091;33
23653860;558533090;34
23653860;558533092;35
23653860;558533093;36
23653860;558533094;37
23653860;256264446;38
23653860;558533073;39
23653860;279312810;40
23653860;558533072;41
23653860;256264447;42
23653860;279312811;43
23653860;256264448;44
23653860;279312809;45
23653860;558531321;46
23653860;256264966;47
23653860;558531319;48
23653860;558531318;49
23653860;279312805;50
23653860;279312807;51
23653860;558531317;52
23653860;558531316;53
23653860;558531325;54
23653860;256264450;55
23653860;558531323;56
23653860;558531322;57
23653860;558531324;58
23653860;279312812;59
23653860;256264451;60
23653860;279312830;61
23653860;279312819;62
23653860;256264452;63
23653860;905741111;64
23653860;279312816;65
23653860;905743120;66
23653860;256264453;67
23653860;279312815;68
23653860;279312813;69
23653860;370340570;70
23653860;370340569;71
23653860;256264454;72
23653860;558531311;73
23653860;279312814;74
23653860;558531308;75
23653860;558531307;76
23653860;558531315;77
23653860;558531314;78
23653860;256264455;79
23653860;256264456;80
23653860;279312767;81
23653860;256264457;82
23653860;279312801;83
23653860;279312785;84
23653860;279312751;85
23653860;255828971;86
23653860;279312763;87
23653860;564448505;88
23653860;564448506;89
23653860;279312772;90
23659334;256335143;1
23659334;59773148;2
23659512;456787195;1
23659512;456787193;2
23659512;1191528158;3
23659514;456800546;1
23659514;457504942;2
23659514;1113045840;3
23659514;1419468183;4
23659514;456787195;5
23659515;256336723;1
23659515;256336725;2
23659516;256336726;1
23659516;256336727;2
23659516;256336728;3
23659517;256336725;1
23659517;256336726;2
23659518;456787191;1
23659518;1113045838;2
23659518;456787193;3
23659518;1191528158;4
23659518;1191528155;5
23659518;1191528050;6
23659518;456787179;7
23659518;256336728;8
23659518;256336727;9
23659518;256336726;10
23659518;256336730;11
23659518;256336731;12
23659518;456787191;13
23659534;256337036;1
23659534;256337037;2
23659535;256337038;1
23659535;256337039;2
23659539;456787112;1
23659539;457504939;2
23659539;299239807;3
23659539;295627255;4
23659539;33447012;5
23659539;477969550;6
23659539;857522971;7
23659539;299239809;8
23659539;299242466;9
23659539;34673222;10
23659539;256257869;11
23659539;50787057;12
23659539;256257893;13
23659539;34673223;14
23659650;558522490;1
23659650;856924692;2
23659650;256338062;3
23717786;256834816;1
23717786;255828450;2
23717786;1201644423;3
23717786;33226771;4
23718139;256837651;1
23718139;256837677;2
23718160;256837863;1
23718160;256837864;2
23718160;256837865;3
23718171;256837987;1
23718171;295491087;2
23719416;256854299;1
23719416;256854367;2
23719416;33225300;3
23785516;257719064;1
23785516;257719066;2
23785516;257719068;3
23785516;257719071;4
23785516;257719073;5
23785516;257719076;6
23785516;257719078;7
23785516;255830453;8
