"WAY_ID";"NODE_ID";"SEQ_NR"
5121208;35327512;3
5121208;26235005;4
5121210;35327517;1
5121210;266348168;2
5121210;452978883;3
5121210;59990773;4
5121210;452978876;5
5121210;57283492;6
5121210;1393946819;7
5121210;1393946821;8
5121210;1393946826;9
5121210;1393946827;10
5121210;1366953956;11
5121210;35327518;12
5121355;35330658;1
5121355;35330657;2
5121355;255702595;3
5121355;255702594;4
5121355;255702596;5
5121355;255702601;6
5121355;255702602;7
5121355;255702587;8
5121355;255702600;9
5121355;255702593;10
5121355;255702599;11
5121355;255702597;12
5121355;35330660;13
5121355;1103229432;14
5121355;35330659;15
5121355;255702589;16
5121355;255702590;17
5121355;1103229433;18
5121355;255702591;19
5121355;255702592;20
5121355;35330658;21
5121356;35330651;1
5121356;35330653;2
5121356;35330654;3
5121356;35330655;4
5121356;35330656;5
5121356;35329894;6
5121356;35329945;7
5121356;35330650;8
5121356;35330651;9
5639111;25812000;1
5639111;26234889;2
6081916;206392304;1
6081916;218465929;2
6081916;34006501;3
6081916;50140643;4
6081916;50140646;5
6081916;206392307;6
6138328;50787007;1
6138328;310230107;2
6138328;310230106;3
6138328;1406882781;4
6138328;310230181;5
6138328;267093377;6
6138328;50787046;7
6138331;310230106;1
6138331;1152522103;2
6138331;50787034;3
6138331;50787038;4
6138331;1112953257;5
6138331;1112953262;6
6138335;33447006;1
6138335;856924594;2
6138335;50787061;3
6138335;558865252;4
6138335;253685653;5
6138338;34673222;1
6138338;256263171;2
6138338;256263123;3
6138338;795837782;4
6138338;256254024;5
6138338;34037629;6
6138340;34673223;1
6138340;256257894;2
6138340;256263249;3
6138340;256263206;4
6138340;256263138;5
6138340;313169251;6
6138340;269581273;7
6138340;33349559;8
6138342;456787195;1
6138342;253685660;2
6138342;256257882;3
6138342;253685659;4
6138342;50787057;5
6138345;50787066;1
6138345;316290546;2
6138345;311881828;3
6138347;33918689;1
6138347;50787066;2
6138348;50787069;1
6138348;85589601;2
6138348;25760630;3
6138348;279311993;4
6138348;558548227;5
6138348;255829701;6
6138348;558543352;7
6138348;50787070;8
6138348;255828969;9
6138348;255828974;10
6138348;255829581;11
6138348;253291781;12
6138348;50787075;13
6138348;905740230;14
6138348;255828453;15
6138348;311580456;16
6138348;905744591;17
6138348;33226772;18
6141071;50806446;1
6141071;50806450;2
6141071;30003892;3
6141137;34062368;1
6141137;50787177;2
6141137;256508028;3
6141139;256508008;1
6141139;50787206;2
6150099;50140654;1
6150099;33225308;2
6174770;25761300;1
6174770;267093378;2
6174770;50787052;3
6174770;1112953254;4
6174770;50787039;5
7655776;295943434;1
7655776;308796465;2
7655776;268980202;3
7655778;55479330;1
7655778;569083905;2
7655778;569083906;3
7655778;569083907;4
7655778;569083908;5
7655778;569083909;6
7655778;569083910;7
7655778;569083911;8
7655778;55479325;9
7655778;569083902;10
7655778;569083892;11
7655778;569083893;12
7655778;569083901;13
7655778;55479366;14
7655778;569083895;15
7655778;569083897;16
7655778;569083896;17
7655778;569083894;18
7655778;55479334;19
7655778;267556360;20
7655778;569083899;21
7655778;569083900;22
7655778;569083898;23
7655778;55479330;24
7979267;59598826;1
7979267;260564795;2
7979268;59598831;1
7979268;1119813954;2
7979268;59598833;3
7979268;59598834;4
7979272;59598830;1
7979272;59598832;2
7979274;59598828;1
7979274;598039440;2
7979274;59598830;3
7979281;59598843;1
7979281;59598842;2
7979571;59598847;1
7979571;1149107927;2
7979571;259867230;3
7979572;59598850;1
7979572;59835778;2
7979575;59598843;1
7979575;59598848;2
7979886;60408355;1
7979886;34042709;2
7980143;260564795;1
7980143;59734133;2
7980143;60409270;3
7980143;367680651;4
7980143;30003892;5
7980143;348152953;6
7989364;266343056;1
7989364;1366953841;2
7989364;858517763;3
7989365;31114210;1
7989365;678368413;2
7989365;340524351;3
7989365;59773120;4
7989366;672040522;1
7989366;1366953812;2
7989366;1366953819;3
7989366;293314354;4
7989366;1366953833;5
7989366;266345892;6
7989366;36270121;7
7989367;59773127;1
7989367;59773121;2
7989369;60655479;1
7989369;503566395;2
7989369;340524209;3
7989369;59773129;4
7989370;59773120;1
7989370;858517766;2
7989370;59773129;3
7989370;671991892;4
7989370;59773128;5
7989370;59773127;6
7989370;671960552;7
7989370;59773126;8
7989370;267093387;9
7989370;60655478;10
7989372;899541265;1
7989372;899541262;2
7989372;899541243;3
7989372;899541284;4
7989372;948316466;5
7989372;899541265;6
7989373;60656051;1
7989373;266346297;2
7989373;34970396;3
7989373;34970399;4
7989373;339268716;5
7989375;83390170;1
7989375;59773146;2
7989375;666474436;3
7989375;83390175;4
7989375;293493875;5
7989375;666474419;6
7989375;293493876;7
7989375;359310192;8
7989375;359310191;9
7989375;359310190;10
7989375;59835649;11
7989377;666474408;1
7989377;666474407;2
7989377;59773148;3
7989380;60655309;1
7989380;59836343;2
7989382;94579102;1
7989382;642334381;2
7989383;59773144;1
7989383;666474440;2
7989383;320901714;3
7989384;666474408;1
7989384;59598843;2
7989388;59598836;1
7989388;60409641;2
7989389;59598836;1
7989389;59598845;2
7990414;34042693;1
7990414;59778257;2
7990414;59778258;3
7990414;588171693;4
7990414;735727887;5
7990414;59778259;6
7990416;59778258;1
7990416;59778260;2
7994526;59598827;1
7994526;1393946434;2
7994526;1393946431;3
7994526;59598826;4
7994526;59598828;5
7994527;59598828;1
7994527;1024767358;2
7994527;1024767356;3
7994527;59598836;4
7994527;59598842;5
7994530;60655474;1
7994530;59773144;2
7994532;642334381;1
7994532;60655485;2
7994532;60655473;3
7994534;60655484;1
7994534;292402227;2
7994534;60655473;3
7994534;60655474;4
7994694;59598842;1
7994694;50806446;2
7994695;59835778;1
7994695;59598847;2
7994829;60655473;1
7994829;598039439;2
7994853;59773159;1
7994853;642334388;2
7994853;642334394;3
7994853;642334409;4
7994853;59836343;5
7994853;59773154;6
7994853;59773151;7
7994853;1383572509;8
7994853;59598853;9
7994853;1383572505;10
7994853;642334374;11
7994853;59773158;12
7994853;642334386;13
7994853;1119813956;14
7994853;59838530;15
7994853;642334398;16
7994853;59773159;17
7995373;59836174;1
7995373;59836175;2
7995373;59836177;3
7995373;59836176;4
7995373;59836174;5
7995374;60409954;1
7995374;269150488;2
7995374;59778272;3
7995374;1370813516;4
7995374;59778273;5
7995375;34042690;1
7995375;320913306;2
7995376;60409952;1
7995376;1370813509;2
7995376;323101467;3
7995376;60409953;4
7995378;59598848;1
7995378;1370813535;2
7995378;59598850;3
7995378;260383204;4
7995378;427283460;5
7995378;34042696;6
7995378;1370813498;7
7995378;60655307;8
7995378;735554545;9
7995378;60655306;10
7995378;59778273;11
7995378;269150486;12
7995378;59838533;13
7995380;60409950;1
7995380;59778261;2
7995380;674074916;3
7995380;59778264;4
7995380;271917436;5
7995383;59838539;1
7995383;59838537;2
7995529;832511190;1
7995529;631190837;2
7995529;260964654;3
7995529;59840676;4
7995530;59840676;1
7995530;827574447;2
7995530;832511402;3
7995571;34042711;1
7995571;353115739;2
7995571;369118883;3
7995571;60409810;4
7995731;34042552;1
7995731;34042697;2
7995731;60409954;3
7995731;60409952;4
7995731;59838533;5
7995731;269150238;6
7995731;34042690;7
7995732;369109135;1
7995732;369113828;2
7995732;348088069;3
7995732;1383467200;4
7995732;1383467204;5
7995735;534096247;1
7995735;534096211;2
7995735;369113148;3
7995735;277680105;4
7995735;1370813552;5
7995735;34042711;6
7995737;59778261;1
7995737;321256696;2
7995737;1149075671;3
7995737;598039451;4
7995737;369119543;5
7996014;34006217;1
7996014;34006216;2
7996014;34006214;3
7996014;60655487;4
7996014;1383467276;5
7996014;33445509;6
7996015;353123461;1
7996015;1393946537;2
7996015;1383467231;3
7996015;598039449;4
7996015;1383467260;5
7996015;353123463;6
7996015;33445509;7
7996015;353124165;8
7996015;1383467272;9
7996015;598039450;10
7996015;30003888;11
7996015;1383467232;12
7996015;353123461;13
7996016;59843297;1
7996016;1383467223;2
7996016;1383467226;3
7996016;1383467260;4
7996016;1383467270;5
7996016;33445509;6
7996019;33445509;1
7996019;353124165;2
7996019;1383467287;3
7996019;355915289;4
7996251;30003892;1
7996251;30003891;2
7996251;60655486;3
7996251;30003889;4
7996251;1383467214;5
7996251;247999090;6
7996251;59843297;7
7996251;59843299;8
7996252;59843299;1
7996252;353123459;2
7996252;1383467281;3
7996252;60655487;4
7996313;355915289;1
7996313;367685524;2
7996313;673358632;3
7996313;33445488;4
7996313;673358634;5
7996313;353122242;6
7996315;510594955;1
7996315;510594954;2
7996315;60655535;3
7996413;59844917;1
7996413;260566619;2
7996427;59773122;1
7996427;266345899;2
7996427;59846076;3
7996428;34970403;1
7996428;34970401;2
7996510;29791544;1
7996510;1296107952;2
7996511;25896453;1
7996511;281812483;2
7996511;1256887928;3
7996511;306565795;4
7996511;25896450;5
7996724;1226577646;1
7996724;401624663;2
7996725;401624663;1
7996725;350850908;2
7996725;350850847;3
7996725;348368160;4
7996727;29791529;1
7996727;348085835;2
7996727;639598667;3
7996727;1226577646;4
8009966;260566617;1
8009966;260567156;2
8009966;260564811;3
8009967;353122242;1
8009967;1383467292;2
8009967;60409516;3
8009967;1383467240;4
8009968;260564813;1
8009968;673358636;2
8009968;355915596;3
8009968;353122242;4
8014611;32689851;1
8014611;59952793;2
8014611;59952785;3
8014611;267135933;4
8014611;591147201;5
8025130;1378448832;1
8025130;1378448827;2
8025130;1378448825;3
8025130;55460338;4
8025130;1392958471;5
8025130;59990765;6
8025133;57283326;1
8025133;57283316;2
8025133;57283313;3
8025133;57283307;4
8025133;57283294;5
8025133;57283288;6
8025133;59990771;7
8025134;29790877;1
8025134;57283342;2
8025134;57283516;3
8025134;57283529;4
8025134;59990773;5
8025135;26235000;1
8025135;35327517;2
8025135;59990770;3
8095903;29791532;1
8095903;60655243;2
8095903;350935076;3
8095904;60655308;1
8095904;59778276;2
8095904;1370767034;3
8095904;392690901;4
8095904;34006214;5
8095906;60409399;1
8095906;1396666068;2
8095906;1366953678;3
8095906;1366953683;4
8095906;355913858;5
8095906;60408355;6
8095915;60656022;1
8095915;316281982;2
8095915;316281984;3
8095915;316281983;4
8095916;60656023;1
8095916;538382699;2
8095916;538382690;3
8095916;60655248;4
8095916;60655246;5
8095916;60656024;6
8095918;60655243;1
8095918;60655245;2
8095918;60655249;3
8095918;316281983;4
8095928;34970401;1
8095928;308796457;2
8095945;33353029;1
8095945;259594030;2
8095945;259594019;3
8095945;60656182;4
8151204;29862172;1
8151204;29862181;2
8151204;269754939;3
8151204;29364298;4
8151204;59778259;5
8160081;339268716;1
8160081;591829361;2
8160081;34970403;3
8167307;59773126;1
8167307;59773136;2
8167307;59773137;3
8167307;59773122;4
8560423;33225318;1
8560423;206392312;2
8566478;59598842;1
8566478;59598841;2
8566478;59598847;3
8579301;60655486;1
8579301;1383467198;2
8579301;323100987;3
8579301;59598819;4
8579301;403510806;5
8579301;59598821;6
8579301;1393946440;7
8579301;34042710;8
8599013;132814010;1
8599013;369527720;2
8599013;1348630999;3
8599013;61093971;4
8599013;61093974;5
8599013;61093977;6
8599013;61093979;7
8599013;132818101;8
8599013;132818092;9
8599013;591147204;10
8599013;591147206;11
8599013;664464024;12
8599013;671975998;13
8599013;591147208;14
8599013;591147201;15
8735170;667023508;1
8735170;667023507;2
8735171;667023556;1
8735171;667023552;2
8735171;667023625;3
8735171;667023523;4
8735171;1226777573;5
8735171;667023512;6
8735171;667023519;7
8735171;667023495;8
8735171;1226748178;9
8735171;1226748197;10
9641880;832511855;1
9641880;71589754;2
9775401;269754534;1
9775401;77669062;2
9775401;77669065;3
9775402;29862173;1
9775402;735830563;2
9775402;735830487;3
9775402;77669069;4
9775403;77669115;1
9775403;77669122;2
9775403;735830540;3
9775403;735830515;4
9775403;77669069;5
9775405;77669112;1
9775405;77669197;2
9775408;29862178;1
9775408;1385035063;2
9775408;77669083;3
9775408;77669086;4
9775409;29862177;1
9775409;77669133;2
9775409;77669137;3
9775409;77669183;4
9775409;77669188;5
9775411;77669086;1
9775411;77669188;2
9775411;832511893;3
9775413;77669193;1
9775413;77669197;2
9775413;77669199;3
9775413;77669203;4
9775414;77669210;1
9775414;832514530;2
9775414;832513758;3
9775416;29727609;1
9775416;266330782;2
9775417;77669210;1
9775417;77669206;2
9775417;832511855;3
9775421;77669268;1
9775421;77669277;2
9775424;29727334;1
9775424;301990000;2
9775424;960216577;3
9775424;77669277;4
9775424;960216587;5
9775424;960216576;6
9775424;960216581;7
9775424;77669226;8
9775424;77669300;9
9776072;77683419;1
9776072;77683422;2
9776072;654072198;3
9776072;77683425;4
9776073;30353417;1
9776073;124338102;2
9776073;94564761;3
9776073;94564758;4
9776073;77683428;5
9776073;77683434;6
9776073;77683425;7
9776075;25753583;1
9776075;77683419;2
9776077;77683447;1
9776077;77683443;2
9776077;77683439;3
9776077;77669291;4
9779044;26882861;1
9779044;32663277;2
9779045;26882862;1
9779045;77742987;2
9779046;25761196;1
9779046;77742992;2
9779046;256232248;3
9779047;50787407;1
9779047;50787404;2
9779047;50787398;3
9779047;50787394;4
9779047;25761197;5
9779048;77743000;1
9779048;77743004;2
9779048;652438317;3
9779048;77743009;4
9779052;77743011;1
9779052;32663274;2
9779054;77743015;1
9779054;77743011;2
9779054;32907172;3
9779055;50787407;1
9779055;32907171;2
9836687;77743004;1
9836687;652438315;2
9836687;78663853;3
9836688;50787394;1
9836688;50787389;2
9836688;77742992;3
9836688;50787381;4
9836688;77743009;5
9836689;77742987;1
9836689;32663278;2
9836689;32663277;3
9836689;32663276;4
9836689;32663269;5
9861917;25892758;1
9861917;1406773721;2
9861917;55466082;3
9861917;1336896468;4
9861917;55466086;5
9861917;55466091;6
9861917;1341037441;7
9861917;1378448820;8
9861917;55466093;9
9861918;79473382;1
9861918;79473385;2
9861918;79473390;3
9861918;79473393;4
9861918;79473382;5
9861919;79473395;1
9861919;79473400;2
9861919;79473404;3
9861919;79473407;4
9861919;79473395;5
9861921;79473422;1
9861921;79473423;2
9861921;79473427;3
9861921;79473432;4
9861921;79473422;5
9861931;79473488;1
9861931;79473484;2
9861931;79473481;3
9861931;79473491;4
9861931;79473488;5
9861932;79473494;1
9861932;71589669;2
9874259;79818705;1
9874259;79818709;2
9874259;591161340;3
9874259;591161345;4
9874259;591161343;5
9874259;591161342;6
4712899;1383467233;28
4712899;1383467220;29
4712899;1383467219;30
4712899;353121833;31
4712899;353121837;32
4712899;1383467229;33
4712899;353123461;34
4714252;201493283;1
4714252;201493280;2
4714252;25813840;3
4714252;25807802;4
4714252;25807885;5
4714252;1258252330;6
4714252;25802785;7
4756317;77683419;1
4756317;534140350;2
4756317;357013391;3
4756317;77683465;4
4756317;124338036;5
4756317;124338043;6
4756317;276373049;7
4756317;124338079;8
4756317;280717982;9
4756317;276373567;10
4756317;30353267;11
4765273;33225314;1
4765273;36854592;2
4765273;274831860;3
4765273;36854590;4
4765273;654082715;5
4765273;274824220;6
4765273;26124651;7
4765273;655145893;8
4765273;260132150;9
4765273;26124640;10
4765273;26124690;11
4765273;347532356;12
4765273;26505914;13
4765273;206392320;14
4765273;347511390;15
4765273;26505926;16
4765273;26505923;17
4765273;347520734;18
4765273;526846305;19
4765273;526846304;20
4765273;526846308;21
4765273;526846306;22
4765273;366697722;23
4765273;366697723;24
4765273;366697725;25
4765273;366697727;26
4765273;526846310;27
4765273;526846309;28
4765273;475076069;29
4765273;366697742;30
4765273;96668821;31
4765273;90224049;32
4765273;274122846;33
4765273;96666786;34
4765273;90224530;35
4765273;96666793;36
4765273;90264417;37
4765273;269514404;38
4765273;90266419;39
4765273;90267953;40
4765273;278351990;41
4765273;289271419;42
4765273;289271421;43
4765273;289271422;44
4765273;289271420;45
4765273;278351991;46
4765273;27280668;47
4765273;270617612;48
4765273;27163836;49
4765273;574356208;50
4765273;27163411;51
4765273;27163415;52
4765273;27161101;53
4765273;265716709;54
4765273;268146828;55
4765273;270618516;56
4765273;268146838;57
4765273;268520784;58
4765273;260661628;59
4765273;260661653;60
4765273;260661652;61
4765273;260661651;62
4765273;260661656;63
4765273;260661650;64
4765273;266816325;65
4765273;291463527;66
4765273;248907510;67
4765273;248907505;68
4765273;30433374;69
4765273;356511683;70
4765273;494907104;71
4765273;356511685;72
4765273;356511905;73
4765273;494907102;74
4765273;494907136;75
4765273;356511906;76
4765273;494907133;77
4765273;494907132;78
4765273;494907113;79
4765273;494907115;80
4765273;494907116;81
4765273;494907118;82
4765273;494907127;83
4765273;494907129;84
4765273;30433373;85
4765273;664302580;86
4765273;664302588;87
4765273;664302585;88
4765273;664302584;89
4765273;664302592;90
4765273;346460560;91
4765273;29595359;92
4765273;456794267;93
4765273;453674475;94
4765273;346460557;95
4765273;456794266;96
4765273;29595358;97
4765273;270617034;98
4765273;30433372;99
4765273;356350671;100
4765273;411281011;101
4765273;356350670;102
4765273;30433371;103
4765273;356350663;104
4765273;356350674;105
4765273;30838283;106
4765273;346460548;107
4765273;598350540;108
4765273;356512663;109
4765273;248825558;110
4765273;598350548;111
4765273;598350546;112
4765273;598350543;113
4765273;248825556;114
4765273;319996547;115
4765273;270616631;116
4765273;250604346;117
4765273;450868256;118
4765273;409743234;119
4765273;356326508;120
4765273;270616637;121
4765273;250604345;122
4765273;428077366;123
4765273;356324889;124
4765273;1395315516;125
4765273;428077365;126
4765273;250604344;127
4765273;428077357;128
4765273;250604343;129
4765273;250604341;130
4765273;255448361;131
4765273;250604339;132
4765273;250604338;133
4765273;453661956;134
4765273;453661943;135
4765273;453664801;136
4765273;356316838;137
4765273;250604310;138
4765273;250604308;139
4765273;250604306;140
4765273;250604303;141
4765273;274098806;142
4765273;702353968;143
4765273;535204821;144
4765273;250604301;145
4765273;717928384;146
4765273;361281491;147
4765273;667541581;148
4765273;250604299;149
4765273;250604297;150
4765273;361281494;151
4765273;274098793;152
4765273;250604280;153
4765273;270064662;154
4765273;250604278;155
4765273;250604276;156
4765273;250604274;157
4765273;93455620;158
4765273;93455614;159
4765273;93455608;160
4765273;270613288;161
4765273;93455603;162
4765273;93455597;163
4765273;356309914;164
4765273;667059906;165
4765273;667059904;166
4765273;951502451;167
4765273;951502419;168
4765273;951502440;169
4765273;951502415;170
4765273;951502428;171
4765273;951479218;172
4765273;356357844;173
4765273;951479239;174
4765273;951479212;175
4765273;951479181;176
4765273;356357841;177
4765273;272740010;178
4765273;272740009;179
4765273;270474952;180
4765273;30433364;181
4765273;951479179;182
4765273;272737090;183
4765273;497561092;184
4765273;260132176;185
4765273;286511889;186
4765273;286511888;187
4765273;659578696;188
4765273;667541572;189
4765273;453643365;190
4765273;453643368;191
4765273;453643370;192
4765273;453643371;193
4765273;453643373;194
4765273;453643374;195
4765273;453643376;196
4765273;453643377;197
4765273;667541594;198
4765273;453643382;199
4765273;453643383;200
4765273;453643385;201
4765273;453643367;202
4765273;667541597;203
4765273;270610503;204
4765273;274123461;205
4765273;27280705;206
4765273;659052335;207
4765273;659052336;208
4765273;274121452;209
4765273;667541609;210
4765273;667541604;211
4765273;667541606;212
4765273;667541602;213
4765273;667541599;214
4765273;270617611;215
4765273;247470693;216
4765273;270612574;217
4765273;270608869;218
4765273;270476852;219
4765273;659578703;220
4765273;356265034;221
4765273;260132097;222
4765273;791739173;223
4765273;356934490;224
4765273;289258784;225
4765273;266817598;226
4765273;357007119;227
4765273;274117552;228
4765273;323974305;229
4765273;291465947;230
4765273;274239307;231
4765273;25753554;232
4765273;353477598;233
4765273;30355351;234
4765273;274820547;235
4765273;274238874;236
4765273;274822416;237
4765273;274823876;238
4765273;274822421;239
4765273;148181777;240
4765273;274617252;241
4765273;274528256;242
4765273;274528255;243
4765273;274528254;244
4765273;274528253;245
4765273;274528252;246
4765273;654072239;247
4765273;654072226;248
4765273;269566075;249
4765273;30433360;250
4765273;598350479;251
4765273;1103178308;252
4765273;33225310;253
4765273;33225313;254
4765273;33225314;255
4816458;369106649;1
4816458;30937334;2
4816458;369106653;3
4816458;369106655;4
4816458;30937364;5
4816458;30937362;6
4816458;30937360;7
4816458;30937357;8
4816458;369106657;9
4816458;369106660;10
4816458;30937355;11
4816458;369106695;12
4816458;369106694;13
4816458;369106691;14
4816458;369106689;15
4816458;369106687;16
4816458;369106685;17
4816458;369106683;18
4816458;369106681;19
4816458;369106679;20
4816458;369106678;21
4816458;369106676;22
4816458;369106673;23
4816458;369106670;24
4816458;369106668;25
4816458;369106666;26
4816458;369106663;27
4816458;30937353;28
4816458;30937351;29
4816458;30937349;30
4816458;30937347;31
4816458;30937345;32
4816458;30937338;33
4816458;369106627;34
